Word,Orthography w/ tones,IPA,English,Spanish,Tone Melody,Syllable Structure,Phonation Type,Part of Speech,Semantic Domain,Speaker,Sound File,Notes,Checked?,Need
ntsii,ntsíí,[ⁿ͡tsíí],Day of the Dead,Día de los Muertos,HH,CVV,modal,proper name,social events and responsibilities,NGC,díadelosmuertos.wav,,,Tones
ntsii,ntsǐì,[ⁿt͡sʲǐì],dead,muerto,RL,CVV,modal,adjective,life and health,,muerto.wav,,,
ntsii ini,ntsǐì ini,[ⁿt͡sǐì ini],sad,triste,LH,CVV VCV,modal,adjective,states of being,,,,,
ntsiikaanin,,[ⁿ͡tsʲikaanĩ],snail,caracol,,CVCVVCV,modal,noun,wild animals,NGC,caracol.wav,,,Tones
ntsiikwajantsiikin,,[ⁿ͡tsʲikʷaʰaⁿ͡tsʲikĩ],guava,guayaba,,CVCVhVCVCV,aspirated,noun,"food, drink, and cooking",NGC,guayaba.wav,,,Tones
ntsiivi ntutyinuuri,,[ⁿ͡tsʲiβi ⁿtu͡tʃinuuri],two eyes,dos ojos,,CVCV CVCVCVVCV,modal,noun,body parts and the body,NGC,dosojos.wav,,,Tones
ntsiji,ntsìjǐ,[ⁿt͡sìʰǐ],late,tarde,L,CVhV,aspirated,adjective,states of being,,,another word for late/tarde already in?,,
ntsijivi,ntsijivǐ,[ⁿt͡siʰiβǐ],egg,huevo,MMR,CVhVCV,aspirated,noun,"food, drink, and cooking",NGC,huevo.wav,,,
ntsijka,ntsijkǎ,[ⁿt͡siʰkǎ],banana,plátano,MR,CVhCV,pre-aspirated,noun,"food, drink, and cooking",NGC,plátano.wav,,,Check Duplicate
ntsijka,ntsîjkà,[ⁿ͡tsîʰkà],wide,ancho,FL,CVCV,pre-aspirated,adjective,houses and parts of houses,,ancho.wav,,,
ntsika,ntsikà,[ⁿt͡sikà],chest,pecho,ML,CVCV,modal,noun,body parts and the body,LA,LA_Pecho.wav,Said,,Check Duplicate
ntsika,ntsîkǎ,[ⁿ͡tsîʰkǎ],banana,banana,FR,CVhCV,pre-aspirated,noun,"food, drink, and cooking",,banana.wav,,,Check Duplicate
ntsikaama,ntsikáama,[ⁿt͡sʲkáama],fly,mosca,HMM,CCVVCV,modal,noun,wild animals,,mosca.wav,,,
ntsikan,ntsikàn,[ⁿt͡sikã̀],their chest (of baby or stranger),su pecho (de bebé o desconocido),ML,CVCV,modal,noun,body parts and the body,LA,LA_SuPecho.wav,Said,,
ntsikani na'no,ntsikani ná'nò,[ⁿt͡sʲkani náˀnò],snail,caracol,MM HL,CCVCV CV?CV,glottalized,noun,wild animals,,caracol.wav,,,
ntsikani ño'un,ntsikani ño'ǔn,[ⁿt͡sʲkani ɲoˀũ̌],slug,baboso (babosa?),MM MR,CCVCV CV?V,glottalized,noun,wild animals,,baboso.wav,,"Yes, revise",
ntsike,ntsikě,[ⁿt͡sikě],our chests,nuestros pechos,MR,CVCV,modal,noun,body parts and the body,LA,LA_NuestrosPechos.wav,Said,,
ntsiki,ntsikì,[ⁿt͡sikì],my chest,mi pecho,ML,CVCV,modal,noun,body parts and the body,LA,LA_MiPecho.wav,Said,,
ntsiki xijñe,ntsiki xìjñě,,brain,cerebro,,CVCV CVCCV,,noun,body parts and the body,,,,,
ntsiko,ntsìko,[ⁿt͡sʲ̀ko],grind (comp),moler (comp),LM,CVCV,modal,verb (completive),Actions and activities,,,,,
ntsiko,ntsíko,[ⁿt͡síko],grind (cont),moler (cont),HM,CVCV,modal,verb (continuative),Actions and activities,,,,,
ntsiko,ntsiko,[ⁿt͡siko],grind (pot),moler (pot),MM,CVCV,modal,verb (potential),Actions and activities,,,,,Tones
ntsiko,ntsiko,[ⁿt͡siko],return,volver,MMR,CVCV,modal,verb (completive),Actions and activities,LA,LA_Volver.wav,Said,,Tones
ntsikoja,ntsìkójâ,[ⁿt͡sìkóʰâ],their tamal,su tamal,LHF,CVCVhV,aspirated,noun,"food, drink, and cooking",LA,LA_SuTamal.wav,Said,,
ntsikoje,ntsìkójě,[ⁿt͡sìkóʰě],our tamal,nuestro tamal,LHR,CVCVhV,aspirated,noun,"food, drink, and cooking",LA,LA_NuestroTamal.wav,Said,,
ntsikoji,ntsìkójî,[ⁿt͡sìkóʰî],my tamal,mi tamal,LHF,CVCVhV,aspirated,noun,"food, drink, and cooking",LA,LA_MiTamal.wav,Said,,
ntsikojo,ntsìkójǒ,[ⁿt͡sìkóʰǒ],tamal,tamal,LHR,CVCVhV,aspirated,noun,"food, drink, and cooking",LA,LA_Tamal.wav,Said,,
ntsikokojo,ntsìkókòjo,[ⁿt͡sʲ̀kókòʰō],return (intr) (comp),devolver (comp),HLM,CCVCVhV,aspirated,verb (completive),Actions and activities,,,,,
ntsikokojo,ntsikókòjo,[ⁿt͡sʲkókòʰō],return (intr) (cont),devolver (cont),HLM,CCVCVhV,aspirated,verb (continuative),Actions and activities,,,,,
ntsikokojo,ntsikókòjo,[ⁿt͡sʲkókòʰō],return (intr) (pot),devolver (pot),HLM,CCVCVhV,aspirated,verb (potential),Actions and activities,,,,,
ntsiku,ntsiku,,to follow,perseguir,,CVCV,,,Actions and activities,,,,,
ntsikuaaño,ntsikuáàño,[ⁿt͡sʲkʷáàɲo],squirrel,ardilla,HLM,CCVVCV,modal,noun,wild animals,,ardillo.wav,,"Yes, revise",
ntsikuan,ntsikuân,[ⁿt͡sikʷã̂],they will return (stranger),volverá (desconocido),MF,CVCV,modal,verb (completive),Actions and activities,LA,LA_Volvera.wav,Said,,
ntsikue,ntsikué,[ⁿt͡sikʷé],we will return,volveremos,MH,CVCV,modal,verb (completive),Actions and activities,LA,LA_Volveremos.wav,Said,,
ntsikue leso,,,follow. Cont,perseguir. Cont,,,,,Actions and activities,,,,,Check Duplicate
ntsikui,ntsikuî,[ⁿt͡sikʷî],I will return,volveré,MF,CVCV,modal,verb (completive),Actions and activities,LA,LA_Volvere.wav,Said,,
ntsikuin iin leso,,,follow. Cont,perseguir. Cont,,,,,Actions and activities,,,,,Check Duplicate
ntsikun,ntsikǔn,[ⁿt͡sikũ̌],your chest,tu pecho,MR,CVCV,modal,noun,body parts and the body,LA,LA_TuPecho.wav,Said,,
ntsikun,ntsikun,[ⁿt͡sikũ],you will return,volverás,MMR,CVCV,modal,verb (completive),Actions and activities,LA,LA_Volveras.wav,Said,,
ntsikun iin tsina,,,follow. Cont,perseguir. Cont,,,,,Actions and activities,,,,,Check Duplicate
ntsio'o,ntsio'o,[ⁿ͡tsʲoˀo],hummingbird,colibrí,MM,CV?V,glottalized,noun,wild animals,,colibrí.wav,CP?,,
ntsiojo,ntsiôjǒ,[ⁿ͡tsʲôʰǒ],moonlight,luz de la luna,FR,CVhV,aspirated,noun,natural objects (non-living),,luzdelaluna.wav,,,
ntsisini,ntsiìsîni,[ⁿ͡tsʲìsîni],spider,araña,LFM,CVCVCV,modal,noun,wild animals,NGC,araña.wav,,,
ntsiso,ntsísò,[ⁿt͡sʲ́sò],carry (cont),cargar (cont),HL,CCV,modal,verb (continuative),Actions and activities,,,,,
ntsiuxi,ntsiuxí,[ⁿt͡sʲuʃí],hen,gallina,MH,CVCV,modal,noun,wild animals,,gallina.wav,,,
ntsìva’a,ntsìvà’a,[ⁿtsìβàˀa],very,muy,LLM,CVCV?V,glottalized,adjective,descriptions,JGO,,,,
ntsiva'yi,ntsiá'i,[ⁿt͡siβáˀji],coyote,coyote,MHM,CVCV?CV,glottalized,noun,wild animals,NGC,coyote.wav,,,
ntsive'e,ntsìve'e,[ⁿt͡sʲìβeˀe],recent/last?,Reciente,LMM,CVCV?V,glottalized,adjective,descriptions,,,,,
ntu,ntù,[ⁿtù],1PL.EXCL,1PL.EXCL,,,,,,,,,,
ntu va'a,,[ⁿtu βaˀa],solution,solución,,CV CV?V,glottalized,noun,social events and responsibilities,NGC,,,,Tones
ntu'u,ntu'ù,[ⁿtuˀù],aroma,aroma,ML,CV?V,glottalized,noun,"food, drink, and cooking",NGC,aroma.wav,,,
ntu'u,ntū'ú,[ⁿtūˀǔ],trunk,tronco,MR,CV?V,glottalized,noun,plants and trees,JGO,,,,
ntu’u,ntu’ú,[ntūˀú] ,fat,gordo,MH,CV?V,glottalized,adjective,states of being,,gordo2.wav,,,
ntuju,ntùjǔ,[ntùʰǔ],"large, hard fruit seed",semillas grandes,LR,CVhV,aspirated,noun,plants and trees,,semillasgrandes.wav,,,
ntuku,ntúkú,[ⁿtúʰkú],to search for (cont),buscar (cont),HH,CVCV,modal,verb (continuative),Actions and activities,JGO,,,,Check Duplicate
ntuku,ntùkú,[ⁿtùkʷ́],ask for (comp),pedir (comp),LH,CVC,modal,verb (completive),Actions and activities,,,,,
ntuku,ntúkú,[ⁿtúkʷ́],ask for (cont),pedir (cont),HH,CVC,modal,verb (continuative),Actions and activities,,,,,
ntuku,ntukú,[ⁿtūkʷ́],ask for (pot),pedir (pot),MH,CVC,modal,verb (potential),Actions and activities,,,,,
ntutsia,ntutsia,[ⁿtut͡sʲa],melt (intr) (comp),deretir (comp),MM,CVCCV,modal,verb (completive),Actions and activities,,,,,
ntutsia,ntútsia,[ⁿtút͡sʲa],melt (intr) (cont),deretir (cont),HM,CVCCVV,modal,verb (continuative),Actions and activities,,,,,
ntutsia,ntùtsia,[ⁿtùt͡sʲa],melt (intr) (pot),deretir (pot),LM,CVCCVV,modal,verb (potential),Actions and activities,,,,,
ntutsianu,ntùtsiǎñu,[ⁿtùt͡sʲǎɲu],narrowed,estrechado,LRM,CVCVCV,modal,adjective,states of being,,,"undergoes, but tsiáñu doesn't",,
ntutyi,ntutyǐ,,kidneys,riñones,,CVCV,,noun,body parts and the body,,,,,Tones
ntutyinu'un,ntùtyínù'ùn,[ⁿtùt͡ʃínũ̀ˀũ̀],eyes,ojos,LHLL,CVCVCV?V,glottalized,noun,body parts and the body,,ojos.wav,,,
ntutyinuuri,,[ⁿtu͡tʃinuuri],eye,ojo,,CVCVCVVCV,modal,noun,body parts and the body,NGC,ojo.wav,,,Check Duplicate
ntuu,ntùù,[ⁿtùù],to be frozen (completive),congelarse (completive),LL,CVV CV?CV,modal,verb (completive),Actions and activities,NGC,congelarse(comp).wav,,,
ntuu,ntuu,[ⁿtūū],to be frozen (potential),congelarse (potential),MM,CVV CV?CV,modal,verb (potential),Actions and activities,NGC,congelarse(pot).wav,,,
ntuu,ntúu,[ⁿtúu],magical,mágico,H,CVV,modal,adjective,descriptions,,mágico2.wav,,,
ntuu,ntúù,[ⁿtúù],a small black flying insect with a white face,una pequeña mosca negra con una cara blanca ,HL,CVV,modal,noun,wild animals,NGC,nduu.wav,,,
ntuva'a,ntùvà'ǎ,[ⁿtùβàˀǎ],get better (completive),mejorar (completive),LLR,CVCV?V,glottalized,verb (completive),Actions and activities,,,,,
ntuva'a,ntúvà'ǎ,[ⁿtúβàˀǎ],get better (continuitive),mejorar (continuitive),HLR,CVCV?V,glottalized,verb (continuative),Actions and activities,,,,,
ntuva'a,ntuvà'ǎ,[ⁿtuβàˀǎ],get better (potential),mejorar (potential),MLR,CVCV?V,glottalized,verb (potential),Actions and activities,,,,,
ntuxa,ntuxa,[ⁿtuʃa],clover,trebol,MM,CVCV,modal,noun,plants and trees,,trebol.wav,,,
ntuxa,ntùxà,[ⁿtùʃà],clear/clean,claro/limpio,LL,CVCCV,pre-aspirated,adjective,states of being,,claro2.wav,another word for clear already in,,
ntuxan,ntùxǎn,[ⁿtùʃã̌],vomit (comp),vomitar (comp),LR,CVCV,modal,verb (completive),Actions and activities,,,,,
ntuxan,ntúxǎn,[ⁿtúʃã̌],vomit (cont),vomitar (cont),HR,CVCV,modal,verb (continuative),Actions and activities,,,,,
ntuxan,ntuxǎn,[ⁿtuʃã̌],vomit (pot),vomitar (pot),MR,CVCV,modal,verb (potential),Actions and activities,,,,,
ntyikojo,,[ᶮ͡tʃīkoʰoː],lizard,lagartija,,CVCVhV,aspirated,noun,wild animals,,lagartija.wav,"lagartija comes up 5 times in this document with a few different corresponding mixtec words, are there different types of lizards being talked about?",,Tones
ntyityi,ntyityi,[ɲt͡ʃīt͡ʃī],steep,empinado,MMM,CCVCV,modal,adjective,descriptions,,,,,
ntyityi,ntyítyi,[ɲt͡ʃít͡ʃi],magical,mágico,H,CCVCV,modal,adjective,descriptions,,mágico1.wav,,,
ntyixi,ntyixǐ,[ᶮ͡tʃīʰʃǐ],corncob,elote,MR,CVhCV,pre-aspirated,noun,"food, drink, and cooking",,elote.wav,,,
ntyixiri,,[ᶮ͡tʃiʃiri],wings,alas,,CVCVCV,modal,noun,body parts and the body,NGC,alas.wav,,,Tones
nu ke'ena tanuun ña'a,,[nu keˀena tanuũ ñaˀa],art,arte,,CV CV?VCV CVCVV CV?V,glottalized,noun,Actions and activities,NGC,,,,Tones
ñu'u,ñǔ'ù,[ɲǔˀù],not picky,no exigente,RL,CV?V,glottalized,adjective,descriptions,,,,,
ñu'u,ñú'u,[ɲúˀu],placed,puesto (worn?),HM,CV?V,glottalized,adjective,descriptions,,,,,Verb Tense
ñu'u,ñû'ǔ,[ɲûˀũ̌],little bit of earth/dirt,puñito de tierra,FR,CV?V,glottalized,noun,landscape and environment,,,,,
ñu'ũ,ñù'ũ̌,[ɲùˀũ̌],land,tierra,LR,CV?V,glottalized,noun,landscape and environment,NGC,tierra.wav,,,
ñu’u,ñú’ù,[ɲṹˀũ̀],to be inside (continuitive),estar adentro,HL,CV?V,glottalized,verb (continuative),Actions and activities,JGO,,,,
ñu’u,ñu’ù,[ɲũ̄ˀũ̀] ,fire,fuego,ML,CV?V,glottalized,noun,natural objects (non-living),,fuego.wav,,,
ñu'u ini,ñú'u ini,[ɲúˀu ĩi],remember1 (continuitve),acordar ,HM MM,CV?V VV,glottalized,verb (continuative),Actions and activities,,acordar-cont.wav,,,
nu'u tsina,nù'u tsǐnà,,canines,caninos,,,,noun,body parts and the body,,,,,
nu'u ye'e,nù'u yé'e,,front teeth,dientes de en frente,,,,noun,body parts and the body,,,,,
nu'u yoso,nù'u yòso,,molar,molar,,,,noun,body parts and the body,,,,,
nuja,nùjâ,[nùʰâ],their face (stranger),su cara (desconocido),LF,CVhV,aspirated,noun,body parts and the body,LA,LA_SuCara.wav,Said,,
nuje,nùjě,[nùʰě],our faces,nuestras caras,LR,CVhV,aspirated,noun,body parts and the body,LA,LA_NuestrasCaras.wav,Said,,
nujin,nùjîn,[nùʰĩ̂],my face,mi cara,LF,CVhV,aspirated,noun,body parts and the body,LA,LA_MiCara.wav,Said,,
ñujñu,ñùjñǔ,[ɲùʰɲǔ],bee,abeja,LR,CVhCV,aspirated,noun,wild animals,NGC,abeja.wav,,,
nuju,nùjù,[nùʰù],face,cara,LL,CVhV,aspirated,noun,body parts and the body,,cara.wav,,,
nuju,nùjǔ,[nùʰǔ],your face,tu cara,LR,CVhV,aspirated,noun,body parts and the body,LA,LA_TuCara.wav,Said,,
ñuju,ñùjǔ,[ɲũ̀ʰũ̌] ,palm plant,planta de palma,LR,CVhV,aspirated,noun,plants and trees,,plantadepalma.wav,,,
nuju lee,nùjù léé,,baby's face,cara del bebé,,CVhV CVV,aspirated,noun,body parts and the body,RDC,RDC_CaraDelBebe.wav,Said,,
nuju lee lo'o,nùjù léé lo'o,,,la cara del bebé,,CVhV CVV CV?V,multiple word types,noun,body parts and the body,RDC,RDC_LaCaraDelBebe.wav,Said,,
nuju yavi,nùjù yávî,[nùʰù jáβî],market,mercado,LL HF,CVhV CVCV,aspirated,noun,directions and locations,NGC,mercado.wav,,,
nujun,nùjǔn,[nùʰũ̂],face,cara,LR,CVhV,aspirated,noun,body parts and the body,LA,LA_Cara.wav,Said,,
ñuma so'o,ñumà sò'o,[ɲumà sòˀo],,cera del oido,ML LM,CVCV CV?V,glottalized,,,RDC,RDC_CeraDelOido.wav,ñuma is like ijma for cera,,
numi ta'an,nùmi tá'ǎn,[nùmi táˀã̌],hug (comp),abrazar (comp),LM HR,CVCV CV?V,multiple word types,verb (completive),Actions and activities,,,,,
numi ta'an,númi tá'ǎn,[númi táˀã̌],hug (cont),abrazar (cont),HM HR,CVCV CV?V,multiple word types,verb (continuative),Actions and activities,,,,,
numi ta'an,numi tá'ǎn,[numi táˀã̌],hug (pot),abrazar (pot),MM HR,CVCV CV?V,multiple word types,verb (potential),Actions and activities,,,,,
nuna,núná,[núná],open,abierto,HH,CVCV,modal,adjective,states of being,,abierto.wav,,,
nuntekitsi,nuntékítsì,[nūⁿtékít͡sì],farm,granja,MHHL,CVCVCVCV,modal,noun,farming,NGC,Granja.wav,,,
nuntova,nùntǒva,[nùⁿtǒβa],Oaxaca,Oaxaca,LRM,CVCVCV,modal,proper name,directions and locations,RDC,,,,
nuntsi'i,nùntsí'i,[nùⁿt͡sʲˀi],last,último,LM,CVC?V,glottalized,adjective,descriptions,,,,,
nuu,nùu,[nùū],come down (comp),bajar (comp),LM,CVV,modal,verb (completive),Actions and activities,,,,,
nuu,núu,[núu],come down (cont),bajar (cont),HM,CVV,modal,verb (continuative),Actions and activities,,,"see ""vaxi nuu""",,Check Duplicate
nuu,nuu,[nūū],come down (pot),bajar (pot),MM,CVV,modal,verb (potential),Actions and activities,,,,,
nuu,nùú,[nùú],first,primero,LH,CVV,modal,adjective,descriptions,,,,,
ñuu,ñuù,[ɲũ̄ũ̀],town,pueblo,ML,CVV,modal,noun,directions and locations,,pueblo.wav,,,
ñuu,ñǔù,[ɲũ̌ũ̀],night,noche,RL,CVV,modal,noun,times and seasons,,noche.wav,,,
o'ova,ó'ovà,[óˀoβà],salty,salado,HML,V?VCV,glottalized,adjective,"food, drink, and cooking",NGC,salado.wav,,,Tones
o'va,o'va,[ōˀβā],thick,espeso,MM,V?CV,glottalized,adjective,descriptions,,,,,
oko,oko,[ōkō],twenty,veinte,MM,VCV,modal,noun,numbers,NGC,https://www.youtube.com/watch?v=uxOQtyeEObA,,,Check Duplicate
ona,ona,[ōnā],eight,ocho,MM,VCV,modal,noun,numbers,NGC,https://www.youtube.com/watch?v=YLSbF1X3mQM,,,
oni,onî,[ōːnî],three,tres,MF,VCV,modal,noun,numbers,NGC,https://www.youtube.com/watch?v=YLSbF1X3mQM,,,Check Duplicate
oni,ônì,[ônì],three,tres,FL,VCV,modal,noun,numbers,NGC,tres.wav,,,Check Duplicate
ova,ovà,[oβà],bitter (taste),amargo,ML,VCV,modal,adjective,"food, drink, and cooking",NGC,amargo.wav,,,Check Duplicate
pala,pálà,[pálà],shovel,pala,HL,CVCV,modal,noun,tools and implements,,pala.wav,loan word,,
pato,pátò,[páʰtò],duck,pato,HL,CVhCV,pre-aspirated,noun,domesticated animals,JGO,pato.wav,loan word,,
pijko,pîjkǒ,[pîʰkǒ],party,fiesta,FR,CVhCV,pre-aspirated,noun,social events and responsibilities,NGC,fiesta.wav,,,
pino,pínō,[pínō],cucumber,pepino,HM,CVCV,modal,noun,"food, drink, and cooking",NGC,pepino.wav,loan word?,,
pinto,píntò,[píntò],with dots/points,con puntitos,HL,CVCCV,modal,adjective,descriptions,,conpunitos.wav,,,
pulpo,,[pulpo],jellyfish,medusa,,CVCCV,modal,noun,wild animals,NGC,,,,Tones
ra,ra,[ɾa],and,y,M,CV,modal,conjunction,other,JGO,,,,
ra kuka'nu ini ra,rà kùkǎ'nu ini rà,[rà kùkǎˀnu ĩi rà],forgive (completive),perdonar (completive),L LRM MM L,CV CVCV?CV VV CV,glottalized,verb (completive),Actions and activities,,,,,Phrase
ra kuka'nu ini ra,rà kúká'nu ini rà,[rà kúkáˀnu ĩi rà],forgive (continuitive),perdonar (continuitive),L HHM MM L,CV CVCV?CV VV CV,glottalized,verb (continuative),Actions and activities,,,,,Phrase
ra kuka'nu ini ra,rà kuká'nu ini rà,[rà kʷkáˀnu ĩi rà],forgive (potential),perdonar (potential),L HM MM L,CV CCV?CV VV CV,glottalized,verb (potential),Actions and activities,,,,,Phrase
ra lo'o,rà lo'o,[ɾà lōˀō],boy,chico,LMM,CV CV?V,glottalized,noun,people,,chico.wav,,,
ra ntuu,rá ntúú,[ɾá ⁿtúú],to be frozen (continuitive),congelarse (continuitive),H HH,CV CVV,modal,verb (continuative),Actions and activities,NGC,congelarse(cont).wav,,,
rantyo,rântyo,[rânt͡ʃo],Ahuejutla,Ahuejutla,FM,CVCCV,modal,proper name,directions and locations,JGO,Ahuejutla.wav,,,
ravixi,rǎvìxǐ,[rǎβìʃǐ],soda,soda,RLR,CVCVCV,modal,noun,"food, drink, and cooking",,,,,
ri ntyixiji,rí ntyixìji,[ɾí ⁿt͡ʃiʃìʰi],tick,garrapata,H MLM,CV CVCVhV,aspirated,,,RDC,RDC_Garrapata.wav,,,
ri vili,rí víli,[rí βíli],whistle,silbato,H HM,CV CVCV,modal,noun,tools and implements,RDC,RDC_ElSilbato.wav,,,
rosa,rósà,[ɾósà],pink,rosa,H,CVCV,modal,noun,colors,,,loan word,,
sa'an,sá'án,[sáˀa᷈́],spanish,español,HH,CV?V,glottalized,,,,español.wav,,,
sa'ava,sá'ava,[sáˀaβa],frog,rana,HMM,CV?VCV,glottalized,noun,wild animals,NGC,rana.wav,,,
sa'ma,sâ'mǎ,[sâˀmã̌],tortilla cloth,servilleta de tortilla,FR,CV?CV,glottalized,noun,"food, drink, and cooking",,tortillero.wav,,,
saa,saá,[saá],when,cuando,H,CVV,modal,conjunction,descriptions,JGO,,,,
saa,saá,[saá],like this,así,,,,,,,,,,
saa,saá,[saá],then/so,entonces,,,,,,,,,,
saa,saà,[sāà],bird,pájaro,ML,CVV,modal,noun,wild animals,,pájaro.wav,,,
saja,sájǎ,[sáʰǎ],hot,caliente,HR,CVhV,aspirated,adjective,states of being,NGC,caliente.wav,,,
sajta,sâjta,[sâʰta],back,espalda,FM,CVCV,pre-aspirated,noun,body parts and the body,NGC,espalda.wav,,,
sajvi,sàjvǐ,[sàʰβǐ],rain,lluvia,LR,CVhVCV,pre-aspirated,noun,weather,NGC,lluvia.wav,,,Tones
sajvi,sàjvǐ tātyǐ,[sàʰβǐ tā͡tʃǐ],storm,tormenta ,LR MR,CVhCV CVCV,pre-aspirated,noun,weather,NGC,tormenta.wav,,,
sajvi i'na,sàjvǐ í'nā,[sàʰβǐ íˀnā],stronger storm,tormenta más fuerte,LR HM,CVhCV V?CV,multiple word types,noun,weather,NGC,tormenta.wav,,,
sajvi nuu,sàjvǐ nùú,[sàʰβǐ nùṹ],the first rain,la primera lluvia,LR LH,CVhCV CVV,pre-aspirated,noun,weather,RDC,RDC_LaPrimeraLluvia.wav,,,
saka,saká,[saká],around,alrededor (de),MH,CVCV,modal,adverb,,NGC,alrededor.wav,,,
saka sun ra iin xita,sáka sùn rà iin xìtǎ,,toast,"dorar, pot.",,,,,"food, drink, and cooking",,,,,"Check Duplicate, Phrase"
saka'a,sáká'á,[sákáˀá],play (instr.) (compl),tocar (instru.) (compl),HHH,CVCV?V,glottalized,verb (completive),,,,,,
sakana,sàkǎna,[sàkã̌a],throw (comp),tirar (comp),LRM,CVCVV,modal,verb (completive),Actions and activities,,,,,
sakana,sákana,[sákãa],throw (cont),tirar (cont),HMM,CVCVV,modal,verb (continuative),Actions and activities,,,,,
sakana,sakana,[sakãa],throw (pot),tirar (pot),MMM,CVCVV,modal,verb (potential),Actions and activities,,,,,
sakantsiita,sàkàntsiìtà,[sàkàⁿ͡tsʲìtà],to bounce (comp),rebotar (comp),LLLL,CVCVCVCV,modal,verb (completive),Actions and activities,NGC,rebotar(comp).wav,,,
sakantsiita,sákántsiītā,[sákáⁿ͡tsʲītā],to bounce (cont),rebotar (cont),HHMM,CVCVCVCV,modal,verb (continuative),Actions and activities,NGC,rebotar(cont).wav,,,
sakantsiita,sákāntsiītā,[sákāⁿ͡tsʲītā],to bounce (pot),rebotar (pot),HMMM,CVCVCVCV,modal,verb (potential),Actions and activities,NGC,rebotar(pot).wav,,,
sakasin iin xita,sákasìn iin xìtǎ,,toast,"dorar, pot.",,,,,"food, drink, and cooking",,,,,"Check Duplicate, Phrase"
sakasun,sàkǎsun,[sàkǎsũ],toast (compl),tostar (comp),LRM,CVCVCV,modal,verb (completive),Actions and activities,,,,,
sakasun,sákásun,[sákásũ],toast (pot),tostar (pot),HHMM,CVCVCV,modal,verb (potential),Actions and activities,,,,,
sakatyi,,[saka͡tʃi],promise,promise,,CVCVCV,modal,noun,social events and responsibilities,NGC,,,,Tones
sakua'a,sákuá'a,[sákʷáˀa],study/learn (potential),aprender,HHM,CVCV?V,glottalized,verb (potential),Actions and activities,,,,,
sakua'a,sàkuǎ'a,[sàkʷǎˀa],study/learn (completive),aprender,LRM,CVCV?V,glottalized,verb (completive),Actions and activities,,,,,
sakuiso,sàkuǐsǒ,[sàkʷǐsǒ],record (audio) (comp),grabar (comp),LRR,CVCVCV,modal,verb (completive),Actions and activities,,,,,
sakuiso,sákuisǒ,[sákʷisǒ],record (audio) (cont),grabar (cont),HMR,CVCVCV,modal,verb (continuative),Actions and activities,,,,,
sakuiso,sakuìsǒ,[sakʷìsǒ],record (audio) (pot),grabar (pot),MLR,CVCVCV,modal,verb (potential),Actions and activities,,,,,
sakutu,sākǔtū,[sākǔtū],to fill (completative),llenar (completative),MRM,CVCVCV,modal,verb (completive),Actions and activities,NGC,llenar(comp).wav,,,
sakutu,sákūtú,[sákūtú],to fill (continuative),llenar (continuative) ,HMH,CVCVCV,modal,verb (continuative),Actions and activities,NGC,llenar(cont).wav,,,
sakutu,sákútú,[sákútú],to fill (potential),llenar (potential),HHH,CVCVCV,modal,verb (potential),Actions and activities,NGC,llenar(pot).wav,,,
sakutyi,sàkǔtyi,[sàkʷ̌t͡ʃī],paint (comp),pintar (comp),LM,CVCCV,modal,verb (completive),Actions and activities,,,,,
san marco de la flor,,[san maɾco de la floɾ],San Marco de la Flor,San Marco de la Flor,,CVC CVCCV CV CV CCVC,modal,proper name,directions and locations,JGO,sanmarcodelaflor.wav,loan word,,Tones
san mili'to,,[san miliˀto],San Miguelito,San Miguelito,,CVC CVCV?CV,glottalized,proper name,directions and locations,JGO,sanmiguelito.wav,loan word,,Tones
sana,sána,[sána],crazy/has rabies,loco/rabioso?,HM,CVCV,modal,adjective,states of being,,,,,Check Duplicate
sana,sànà,[sànà],undomesticated (anml),no domesticado/salvaje?,LL,CVCV,modal,adjective,wild animals,,,,,
sana,sâna,[sâna],rabid,rabioso,FM,CVCV,modal,adjective,wild animals,NGC,rabioso.wav,,,Check Duplicate
sana'a,sànǎ'a,[sã̀ǎˀa],teach (comp),enseñar (comp),LRM,CVV?V,modal,verb (completive),Actions and activities,,,,,
sana'a,sáná'a,[sã́áˀa],teach (pot),enseñar (pot),HHM,CVV?V,modal,verb (potential),Actions and activities,,,,,
sanakava,sànǎkavà,[sã̀ǎkaβà],throw off (comp),quitarse (comp),LRML,CVVCVCV,modal,verb (completive),Actions and activities,,,,,
sanakava,sánakàvà,[sã́akàβà],throw off (cont),quitarse (cont),HMLL,CVVCVCV,modal,verb (continuative),Actions and activities,,,,,
sanakutyi,sànǎkutyi,[sã̀ǎkʷt͡ʃi],to paint (comp),pintar (comp),LRMM,CVVCCV,modal,verb (completive),Actions and activities,,,,,
sanakutyi,sánakutyi,[sã́akʷt͡ʃi],to paint (cont),pintar (cont),HMMM,CVVCCV,modal,verb (continuative),Actions and activities,,,,,
sanan,sânàn,[sânã̀],crazy,loco,FL,CVCV,modal,adjective,states of being,,loco.wav,,,Check Duplicate
sanana,sánana,[sánana],paint (continuitive),pintar,HMM,CVCVCV,modal,verb (continuative),Actions and activities,,,,,
sanana,sànǎna,[sànǎna],Paint (compl),pintar (comp),LRM,CVCVCV,modal,verb (completive),Actions and activities,,,,,
sanana,sánana,[sánãa],Paint (cont),pintar (cont),HMM,CVCVV,modal,verb (continuative),Actions and activities,,,,,
