Word,Orthography w/ tones,IPA,English,Spanish,Tone Melody,Syllable Structure,Phonation Type,Part of Speech,Semantic Domain,Speaker,Sound File,Notes,Checked?,Need
naku'u ini,naku'u ini,[nakuˀu ĩi],remember 2 (potential),recordar,MM MM,CVC?V VV,glottalized,verb (potential),Actions and activities,,,,,
naku'u ini,náku'u ini,[nákuˀu ĩi],remember 2 (continuative),recordar,HM MM,CVC?V VV,glottalized,verb (continuative),Actions and activities,,,,,
naku'u ini,nàku'u ini,[nàkuˀu ĩi],remember 2 (completive),recordar,LM MM,CVC?V VV,glottalized,verb (completive),Actions and activities,,,,,
nama,náma,[náma],wall,muro,HM,CVCV,modal,noun,houses and parts of houses,NGC,muro.wav,,,
ñami,ñami,[ɲami],pile,montón,MM,CVCV,modal,noun,landscape and environment,NGC,montón.wav,,,
nana,nánà,[nánà],mother,madre,HL,CVCV,modal,noun,kin terms,,madre.wav,,,
naña,nàñá,[nàɲá],chayote,chayote,LH,CVCV,modal,noun,"food, drink, and cooking",JGO,chayote.wav,,,
nane,nâné,[nâné],woman,señora,FH,CVCV,modal,noun,people,NGC,señora.wav,,,
nani,nánì,[nánì],my mom,mi mamá,HL,CVCV,modal,noun,kin terms,,mimamá.wav,,,
ñani,ñani,[ɲānī],brother ,hermano,MM,CVCV,modal,noun,kin terms,,hermano.wav,,,
ñañi,ñáñì,[ɲáɲĩ̀],man's brother,hermano del hombre,HL,CVCV,modal,noun,kin terms,NGC,hermanodelhombre.wav,,,
ñani kuatyi,ñani kuǎtyi,[ɲānī kʷǎt͡ʃī],the male cousin of a man,el primo de un hombre,MM RM,CVCV CVCV,modal,noun,kin terms,NGC,elprimodeunhombre.wav,,,
nani'i,nani'ǐ,[na᷈iˀǐ],find (potential),encontrar,MMR,CVV?V,glottalized,verb (potential),Actions and activities,,,,,
nani'i,náni'ǐ,[na᷈́iˀǐ],find (continuative),encontrar,HMR,CVV?V,glottalized,verb (continuative),Actions and activities,,,,,
nani'i,nàni'ǐ,[na᷈̀iˀǐ],find (completive),encontrar,LMR,CVV?V,glottalized,verb (completive),Actions and activities,,,,,
naninstieje,nànìntsiějě,[na᷈̀ìⁿt͡sʲěʰě],rest (completive),descansar,LLRR,CVVCVhV,aspirated,verb (completive),Actions and activities,,,,,
nanintsieje,nanintsiéjě,[na᷈iⁿt͡sʲéʰě],rest (potential),descansar,MMHR,CVVCVhV,aspirated,verb (potential),Actions and activities,,,,,
nanintsieje,nánintsiéjě,[na᷈́iⁿt͡sʲéʰě],rest (continuative),descansar,HMHR,CVVCVhV,aspirated,verb (continuative),Actions and activities,,,,,
nantoso,nantósǒ,[nãtósǒ],forget (potential),olvidar,MHR,CVCVCV,modal,verb (potential),Actions and activities,,,,,
nantoso,nántósǒ,[na᷈́tósǒ],forget (continuative),olvidar,HHR,CVCVCV,modal,verb (continuative),Actions and activities,,,,,
nantoso,nàntǒsǒ,[na᷈̀tǒsǒ],forget (completive),olvidar,LRR,CVCVCV,modal,verb (completive),Actions and activities,,,,,
nantsieje,nantsiejě,[nãⁿt͡sʲeʰě],To shut in (potential),encerrarse,MMR,CVCVhV,aspirated,verb (potential),Actions and activities,JGO,,,,
nantuku,nantukú,[nãtukú],search (potential),buscar,MMH,CVCVCV,modal,verb (potential),Actions and activities,,buscar-pot.wav,,,
nantuku,nántukú,[na᷈́tukú],search (continuative),buscar,HMH,CVCVCV,modal,verb (continuative),Actions and activities,,buscar-cont.wav,,,Check Duplicate
nantuku,nàntuku,[na᷈̀tuku],search (completive),buscar,LM,CVCVC(V),modal,verb (completive),Actions and activities,,buscar-comp.wav,,,
nañu,nâñù,,lungs,pulmones,,CVCV,,noun,body parts and the body,,,,,
nata'an,nátá'ān,[nátáˀã],saw,cierra,HHM,CVCV?V,glottalized,noun,plants and trees,JGO,,,,
natijvi,natìjvǐ,[natìʰβǐ],appear (potential),aparecer,MLR,CVCVhCV,pre-aspirated,verb (potential),Actions and activities,,aparecer-pot.wav,,,
natijvi,nátìjvǐ,[nátiʰβǐ],appear (continuative),aparecer,HMR,CVCVhCV,pre-aspirated,verb (continuative),Actions and activities,,aparecer-cont.wav,,,
natijvi,nàtìjvǐ,[nàtìʰβǐ],appear (completive),aparecer,LLR,CVCVhCV,pre-aspirated,verb (completive),Actions and activities,,aparecer-comp.wav,,,
nativi,nátiví,[nátiβí],wrap/envelop (continuative),envolver,HMH,CVCVCV,modal,verb (continuative),Actions and activities,,,,,
nativi,nátiví,[nátiβí],wrap/envelop (potential),envolver,HMH,CVCVCV,modal,verb (potential),Actions and activities,,,,,
nativi,nàtiví,[nàtiβí],wrap/envelop (completive),envolver,LMM,CVCVCV,modal,verb (completive),Actions and activities,,,,,
natoso,nátǒsō,[nátǒsō],to bend (continuative),doblarse (continuative),HRM,CVCVCV,modal,verb (continuative),Actions and activities,NGC,doblarse(cont).wav,,,
natya'ma,nátyà'ma,[ná͡tʃàˀmā],to be crushed (continuative),aplastarse (continuative),HLM,CVCV?CV,glottalized,verb (continuative),Actions and activities,NGC,aplastarse(cont).wav,,,
natya'ma,natyà'mà,[nā͡tʃàˀmà],to be crushed (potential),aplastarse (potential),MLL,CVCV?CV,glottalized,verb (potential),Actions and activities,NGC,aplastarse(pot).wav,,,
nave'ì,nave'ì,[naveˀì],family,familia,MML,CVCV?V,glottalized,noun,kin terms,,Familia.wav,,,
nayaa,nayaa,[najaa],dry out (potential),secar,MMM,CVCVV,modal,verb (potential),Actions and activities,,,,,
nayaa,náyaa,[nájaa],dry out (continuative),secar,HMM,CVCVV,modal,verb (continuative),Actions and activities,,,,,
nayaa,nàyaa,[nàjaa],dry out (completive),secar,LMM,CVCVV,modal,verb (completive),Actions and activities,,,,,
naye'e,naye'e,[najeˀe],shine (potential),brillar,MMM,CVCV?V,glottalized,verb (potential),Actions and activities,,brillar-pot.wav,,,
naye'e,náye'e,[nájeˀe],shine (continuative),brillar,HMM,CVCV?V,glottalized,verb (continuative),Actions and activities,,brillar-cont.wav,,,
naye'e,nàye'è,[nàjeˀè],shine (completive),brillar,LML,CVCV?V,glottalized,verb (completive),Actions and activities,,brillar-comp.wav,,,
ni,ni,[nĩ],neither,ni,,,,,,,,,,
ni'i,ní'i,[níˀi],carry/hold (continuative),llevar,HM,CV?V,glottalized,verb (continuative),Actions and activities,,,,,
ni'ìtyi,nì'ìtyì,[nìˀìt͡ʃì],dry out (intrs) (completative),secar (completative),LLL,CV?VCV,glottalized,verb (completive),Actions and activities,,,,,
niantaa,ñiantaã,[ɲiãtaã],truth,verdad,MMMM,CVVCVV,modal,noun,states of being,NGC,Verdad.wav,,,
ñiantun'u,ñiantun'u,[ɲiãtũˀu],lie,mentira,MMMM,CVVCV?V,glottalized,noun,states of being,,mentira.wav,two words?,,
niji,niji,[nìʰi],with vigor,recio,LM,CVhV,aspirated,adverb,descriptions,,,,,
niji,níjǐ,[níʰǐ],thin,delgado,HR,CVhV,aspirated,adjective,states of being,NGC,delgado.wav,,,
niji,níjǐ,[níʰǐ],cob,mazorca,HR,CVhV,aspirated,noun,"food, drink, and cooking",NGC,mazorca.wav,,,
niji,nìjǐ,[nìʰǐ],blood,sangre,LR,CVhV,aspirated,noun,body parts and the body,NGC,sangre.wav,,,
nika'an,nìkà'àn,[nìkàˀã̀],speak (completative),hablar (completative),LLL,CVCV?V,glottalized,verb (completive),Actions and activities,,,,,
nikava,nìkàvà,[nìkàβà],to bend (completative),doblarse (comp) (una barrilla),LLL,CVCVCV,modal,verb (completive),Actions and activities,NGC,doblarse(comp).wav,,,
ninta'yi,nìntà'yǐ,[nìⁿtàˀjǐ],cry (completive),llorar (completative),LLR,CVCV?CV,glottalized,verb (completive),Actions and activities,,,,,
nintsìku,nìntsìkù,[nìⁿt͡sìkù],chase (completative),perseguir (completative),LLL,CVCCC,modal,verb (completive),Actions and activities,,,,,
ninu,ninũ,[ninũ],low (altitude),baja (altitud) ,MM,CVCV,modal,adjective,landscape and environment,,bajo (altitud) . wav,,,
nita'vi,nìtà'vǐ,[nìtàˀβǐ],to shatter (completative),romperse (completative),LLR,CVCV?CV,glottalized,verb (completive),Actions and activities,NGC,romperse(comp).wav,,,
nitajan,nìtàjan,[nìtàʰã],earthquake (potential),terremoto,LLM,CVCVhV,aspirated,verb (potential),landscape and environment,,,,,
nìtaxin,nitaxin,[nìtàʃĩ],ground,molido,LL,CVCVCV,modal,adjective,"food, drink, and cooking",,molido.wav,,,
nitijvi,,[nitiʰβi],sunrise,amenecer,,CVCVCV,pre-aspirated,noun,weather,NGC,,,,Tones
nitsia'yi,nìtsià'yǐ,[nìt͡sʲàˀjǐ],rot (comp),pudrir (completative),LLR,CVCCV?CV,glottalized,verb (completive),Actions and activities,,,,,
nitya'ma,nìtyà'ma,[nì͡tʃàˀmā],to be crushed (completative),aplastarse (completative),LLM,CVCV?CV,glottalized,verb (completive),Actions and activities,NGC,aplastarse(comp).wav,,,
nixa'a,nìxà'à,[nìʃàˀà],go (completive),ir (completative),LLL,CVCV?V,glottalized,verb (completive),Actions and activities,,,,,
nìxaku,nìxàkù,[nìʃàkù],laugh (completative),reir (completative),LLL,CVCVC,modal,verb (completive),Actions and activities,,,,,
nixani,nixànì,[niʃã̀ì],step on (completative),pisar (completative),MLL,CVCVV,modal,verb (completive),Actions and activities,,,,,
nixani,nìxǎni,[nìʃǎni],dream (completive),soñar (completative),LRM,CVCVCV,modal,verb (completive),Actions and activities,,,,,
nixiko,nìxìko,[nìʃìko],sell (completive),vender (completative),LLM,CVCVCV,modal,verb (completive),Actions and activities,,,,,
nixikuntuju,nìxìkuntújǔ,[nìʃìkʷⁿtúʰǔ],sit (completative),sentar (completative),LLHR,CCVCVCCVhV,modal,verb (completive),Actions and activities,,,morphologically complex compared with other verb tenses of sit,"Yes, revise",Translation
nixinu,nìxinù,[nĩ̀-ʃìnũ̀],gather (completative),reunir (completative,LML,CVCVCV,modal,verb (completive),Actions and activities,JGO,,,,
nixita,nìxìtá,[nìʃìtá],pull (completive),jalar (completative),LMH,CVCVCV,modal,verb (completive),Actions and activities,,,,,
nixutsia,nìxùtsiá,[nìʃùt͡sʲá],swim (completive),nadar (completative),LLH,CVCVCV,modal,verb (completive),Actions and activities,,nadar-comp.wav,,,
niya'a,nìyà'a,[nìjàˀa],pass/move on (completive),pasar (completative),LLM,CVCV?V,glottalized,verb (completive),Actions and activities,,,,,
niyi'vi,nìyǐ'vi,[nìjǐˀβi],fear (completive),temer (completative),LRM,CVCV?CV,glottalized,verb (completive),Actions and activities,,,,,
no iji,no îjǐ,[no îʰǐ],face wrinkle,arruga de la cara,M FR,CV VhV,aspirated,noun,body parts and the body,NGC,arrugadelacara.wav,,,
no tijta tsiikantsiiji,,[no tiʰta ͡tsʲikan͡tsʲiʰi],sunset,la puesta del sol,,CV CVCV CVCVCCVV,pre-aspirated,noun,weather,NGC,,,,Tones
nojma,nòjmǎ,[nòʰmǎ],sprout,brote,LR,CVhCV,pre-aspirated,noun,plants and trees,NGC,brote.wav,,,
nojni,nòjnǐ,[nòʰnǐ],corn,maíz,LR,CVhCV,pre-aspirated,noun,"food, drink, and cooking",NGC,maíz.wav,,,
nonijntaʼi,nòníjntaʼí,[nòníʰⁿtaˀí],forearm,antebrazo,LHMH,CVCVCV?V,pre-aspirated,noun,body parts and the body,,antebrazo.wav,,,
nonte'unt'ae?,nonte'únt'àe?,[noⁿteˀúⁿtˀàe?],upper arm,parte superior del brazo,MMHLM,CVCV?VC?VV,glottalized,noun,body parts and the body,,partesuperiordelbrazo.wav,sound cut off,,
nosoko,nǒsôkò,[nǒsôkò],shoulder,hombro,RFL,CVCVCV,modal,noun,body parts and the body,,hombro.wav,other instance of hombro?,"Yes, revise",Check Duplicate
noxto'e,noxto'ě,[noʃtoˀě],Divina Providencia,Divina Providencia,MMR,CVCCVV,modal,proper name,directions and locations,JGO,DivinaProvidencia.wav,,,
nta ixi,nta íxí,[ⁿta íʃí],mosquito,zancudo,M HH,CV VCV,modal,noun,wild animals,NGC,zancudo.wav,two words?,,
nta tuun xita'a,,[ⁿta tuũ ʃitaˀa],conversation,conversación,,CV CVV CVCV?V,glottalized,noun,social events and responsibilities,NGC,,,,Tones
nta'a,nta'ǎ,[ⁿtaˀǎ],hand,mano,MR,CV?V,glottalized,noun,body parts and the body,LA,LA_Mano.wav,Said,,
nta'a tsiikantsiiji,,[ⁿtaˀa ͡tsʲikaⁿ͡tsʲiʰi],rays of the sun,raya de sol,,CV?V CVCVCVhV,multiple word types,noun,natural objects (non-living),NGC,,,,Tones
nta'a tyikoomi,,[ⁿtaˀa ͡tʃikoomi],onion leaves,hoja de cebolla,,CV?V CVCVVCV,glottalized,noun,plants and trees,NGC,hojadecebolla.wav,https://youtu.be/WetShLb64Mg?si=GzSWQESwfIrmrTo3&t=428 7:08-7:10,,Tones
nta'an,nta'ân,[ⁿtaˀã̂],their hand,su mano,MF,CV?V,glottalized,noun,body parts and the body,LA,LA_SuMano.wav,Said,,
nta'e,nta'ě,[ⁿtaˀě],our hands,nuestras manos,MR,CV?V,glottalized,noun,body parts and the body,LA,LA_NuestrasManos.wav,Said,,
nta'i,nta'î,[ⁿtaˀî],my hand,mi mano,MF,CV?V,glottalized,noun,body parts and the body,LA,LA_MiMano.wav,Said,,
nta'un,nta'ǔn,[ⁿtaˀũ̌],your hand,tu mano,MR,CV?V,glottalized,noun,body parts and the body,LA,LA_TuMano.wav,Said,,
nta'vi,ntá'vi,[ⁿtáˀβī],poor,pobre,HM,CV?CV,glottalized,adjective,states of being,,pobre.wav,,,
nta'yi,ntá'yǐ,[ⁿtáˀjǐ],cry (continuative),llorar (continuative),HR,CV?CV,glottalized,verb (continuative),Actions and activities,,,,,
nta'yi,ntà'yǐ,[ⁿtàˀjǐ],cry (potential),llorar (potential),LR,CV?CV,glottalized,verb (potential),Actions and activities,,,,,
ntaa,ntaa,[ⁿtàà],straight,recto?,LL,CVV,modal,adjective,descriptions,,,"also glossed as ""true"" in road narrative",,"Translation, Check Duplicate"
ntaa,ntàà,[ⁿtàà],truth,verdad,LL,CVV,modal,adjective,descriptions,,,,,Check Duplicate
ntaja,ntájà,[ⁿtáʰà],look/seem,parecer,HL,CVhV,aspirated,verb (continuative),states of being,,,,,
ntakatuun,,[ⁿtakatuũ],question,pregunta,,CVCVCVV,modal,noun,social events and responsibilities,NGC,,,,Tones
ntakinuu,ntàkìnuu,[ⁿtàkʲ̀nuu],sink (intrs) (comp),hundir (comp),LMM,CVCCVV,modal,verb (completive),Actions and activities,,,,,
ntakinuu,ntákinuu,[ⁿtákʲnuu],sink (intrs) (cont),hundir (cont),HMM,CVCCVV,modal,verb (continuative),Actions and activities,,,,,
ntakinuu,ntakinuu,[ⁿtakʲnuu],sink (intrs) (pot),hundir (pot),MMM,CVCCVV,modal,verb (potential),Actions and activities,,,,,
ntakojo,ntàkojo,[ⁿtàkoʰo],get up (completive),levantarse (completive),LMM,CVCVhV,aspirated,verb (completive),Actions and activities,,,,,
ntakojo,ntákòjo,[ⁿtákòʰo],get up (continuative),levantarse (continuative),HLM,CVCVhV,aspirated,verb (continuative),Actions and activities,,,,,
ntakojo,ntakòjo,[ⁿtakòʰo],get up (potential),levantarse (potential),MLM,CVCVhV,aspirated,verb (potential),Actions and activities,,,,,
ntaku,ntakù,[ⁿtākʷ̀],strong,fuerte,M,CVC,modal,adjective,descriptions,,,,,Check Duplicate
ntaku,ntǎku,[ⁿtǎku],flat,plano,LH,CVC,modal,adjective,states of being,,,,,
ntaku,ntakǔ,,strong,fuerte,,CVCV,,adjective,descriptions,,,,,Check Duplicate
ntakua,ntākuà,[ⁿtākʷà],bark of tree,cáscara de árbol,ML,CVCV,modal,noun,plants and trees,JGO,,,,
ntakuiin,ntàkuiìn,[ⁿtàkʷii᷈̀],stand up (completive),parar (completive),LML,CVCVV,modal,verb (completive),Actions and activities,,parar-comp.wav,,,
ntakuiin,ntákuììn,[ⁿtákʷìi᷈̀],stand up (continuative),parar (continuative),HLL,CVCVV,modal,verb (continuative),Actions and activities,,parar-cont.wav,,,
ntakuiin,ntakuììn,[ⁿtakʷìi᷈̀],stand up (potential),parar (potential),MLL,CVCVV,modal,verb (potential),Actions and activities,,parar-pot.wav,,,
ntani'i,ntàni'i,[ⁿta᷈̀iˀi],lift (completive),levantar / elevar (completive),LMM,CVV?V,glottalized,verb (completive),Actions and activities,,,,,
ntani'i,ntáni'i,[ⁿtã́iˀi],lift (continuative),levantar / elevar (continuative),HMM,CVV?V,glottalized,verb (continuative),Actions and activities,,,,,
ntani'i,ntani'i,[ⁿta᷈iˀi],lift (potential),levantar / elevar (potential),MMM,CVV?V,glottalized,verb (potential),Actions and activities,,,,,
ntanu'u,ntàñǔ'u,[ⁿtàɲǔˀu],get lost (completive),perderse (completive),LRM,CVCV?V,glottalized,verb (completive),Actions and activities,,,,,
ntanu'u,ntáñú'u,[ⁿtáɲúˀu],get lost (continuitive),perderse (continuative),HHM,CVCV?V,glottalized,verb (continuative),Actions and activities,,,,,
ntanu'u,ntañú'u,[ⁿtaɲúˀu],get lost (potential),perderse (potential),MHM,CVCV?V,glottalized,verb (potential),Actions and activities,,,,,
ntasa,ntàsa,[ⁿtàsā],to freeze (completive),congelar (completive),LM,CVCV,modal,verb (completive),Actions and activities,NGC,congelar(comp).wav,,,
ntasa,ntása,[ⁿtásā],to freeze (continuative),congelar (continuative),HM,CVCV,modal,verb (continuative),Actions and activities,NGC,congelar(cont).wav,,,
ntasa,ntasa,[ⁿtāsā],to freeze (potential),congelar (potential),MM,CVCV,modal,verb (potential),Actions and activities,NGC,congelar(pot).wav,,,
ntatatu'un,ntàtatú'un,[ⁿtàtatúˀũ],lie (comp),mentir (comp),LMHM,CVCVCV?V,glottalized,verb (completive),Actions and activities,,,,,
ntatatu'un,ntátatú'un,[ⁿtátatúˀũ],lie (cont),mentir (cont),HMHM,CVCVCV?V,glottalized,verb (continuative),Actions and activities,,,,,
ntatatu'un,ntatatú'un,[ⁿtatatúˀũ],lie (pot),mentir (pot),MMHM,CVCVCV?V,glottalized,verb (potential),Actions and activities,,,,,
ntatu'un,ntàtǔ'un,[ⁿtàtǔˀũ],converse (completive),conversar/ platicar (completive),LRM,CVCV?V,glottalized,verb (completive),Actions and activities,,,,,
ntatu'un,ntátú'un,[ⁿtátúˀũ],converse (continuitive),conversar/ platicar (continuative),HHM,CVCV?V,glottalized,verb (continuative),Actions and activities,,,,,
ntatu'un,ntatú'un,[ⁿtatúˀũ],converse (potential),conversar/ platicar (potential),MHM,CVCV?V,glottalized,verb (potential),Actions and activities,,,,,
ntava,ntāvá,[ⁿtāβá],to be bounced (comp),rebotarse (completive),MH,CVCV,modal,verb (completive),Actions and activities,NGC,rebotarse(comp).wav,,,
ntava,ntávā,[ⁿtáβā],to be bounced (cont),rebotarse (continuative),HM,CVCV,modal,verb (continuative),Actions and activities,NGC,rebotarse(cont).wav,,,
ntava,ntāvā,[ⁿtāβā],to be bounced (pot),rebotarse (potential),MM,CVCV,modal,verb (potential),Actions and activities,NGC,rebotarse(pot).wav,,,
ntaxin,ntàxin,[ⁿtàʃĩ],wet,mojado,LM,CVCV,modal,adjective,states of being,,mojado.wav,,,
ntayi,ntayí,[ⁿtājí],rough ,rasposo,MH,CVCV,modal,adjective,descriptions,,,,,
ntekuujun,ntēkuùjūn,[ⁿtēkʷùʰũ̄] ,Guadalupe Peras,Gudalupe Peras,MLM,CVCVhV,aspirated,proper name,directions and locations,JGO,GuadalupePeras.wav,,,
ntia'min,ntia'mǐn,[ⁿtʲaˀmĩ̌],radish,rábano,MR,CV?CV,glottalized,noun,"food, drink, and cooking",,rábano.wav,,,
ntiipi,ntiipi,[ⁿtiipi],pretty,bonito,MM,CVVCV,modal,adjective,states of being,NGC,bonito.wav,same as hermano/bello?,,
ntiivi,ntííví,[ⁿtííβí],beautiful,hermoso,HHH,CVVCV,modal,adjective,states of being,,bello.wav,same as bonito?,,Check Duplicate
ntivi,ntivi,[ⁿtʲβī],beautiful,hermoso,MM,CCV,modal,adjective,descriptions,,,,,Check Duplicate
nto ori,,[ⁿto ori],tail,colita de animal,,CV VCV,modal,noun,body parts and the body,NGC,colitadeanimal.wav,,,Check Duplicate
nto'o,nto'ò,[ⁿtoˀò],tail,cola,ML,CV?V,glottalized,noun,body parts and the body,,,,,Check Duplicate
nto'o,ntò'o,[ⁿtòˀo],adobe,adobe,LM,CV?V,glottalized,noun,houses and parts of houses,NGC,adobe.wav,,,
nto'va,ntò'và,[ⁿtòˀβà],flat,plano,LL,CVCV,glottalized,adjective,states of being,,,,,
nto'va,,[ⁿtoˀβa],very prepared,muy preparado,,CV?CV,glottalized,adjective,Actions and activities,NGC,muypreparado.wav,,,Tones
ntoko,ntòkǒ,[ⁿtòkǒ],cherimoya,cherimoya,LR,CVCV,modal,noun,plants and trees,JGO,,,,
ntoko,ntōkǒ,[ⁿtōkǒ tùˀṹ],black sapote ,zapote negro,MR,CVCV CV?V,multiple word types,noun,plants and trees,JGO,,,,
ntoo,ntoò,[ⁿtōò],clean,limpio,LL,CVV,modal,adjective,descriptions,,,,,
ntoo kuayi,ntóò kuâyì,[ⁿtóò kʷâjì],field horsetail (equisetum arvense),cola de caballo,HL FL,CVV CVCV,modal,noun,body parts and the body,JGO,,,,
ntoso va'a,ntòso và'a,[ⁿtòso βàˀa],repair (comp),reparar (comp),LM LM,CVCV CV?V,multiple word types,verb (completive),Actions and activities,,,,,
ntoso va'a,ntóso và'a,[ⁿtóso βàˀa],repair (cont),reparar (cont),HM LM,CVCV CV?V,multiple word types,verb (continuative),Actions and activities,,,,,
ntoso va'a,ntoso và'a,[ⁿtoso βàˀa],repair (pot),reparar (pot),MM LM,CVCV CV?V,multiple word types,verb (potential),Actions and activities,,,,,
